Requirement Text,Type
"Running the full VS Code in Windows/Linux containers is not supported. However, using the Dev Containers extension with the VS Code server running in the container and the client on the desktop is supported.",NFR
VS Code shall require GLIBCXX version 3.4.25 or later.,NFR
VS Code shall require GLIBC version 2.28 or later.,NFR
The system shall allow users to access OneDrive using a Microsoft personal account or a work/school account.,FR
The system shall allow users to have multiple work/school accounts with OneDrive.,FR
The system shall only allow one personal account per user.,FR
"The OneDrive website shall be accessible using the latest version of Microsoft Edge, Chrome, Firefox, or Safari.",FR
"The system shall support the following operating systems - Windows 10/11 (32-bit or 64-bit) and Windows Server 2022, Windows Server 2019, Windows Server 2016, or Windows Server 2012 (including R2)",FR
The system shall be accessible through a compatible web browser on a computer or mobile device.,NFR
The system shall offer a mobile app for computers and mobile devices for accessing OneDrive.,NFR
The OneDrive mobile app shall be compatible with phones and tablets running Android 6.0 or later versions.,NFR
The system shall function on a processor with a minimum clock speed of 1.6 GHz.,NFR
The system shall be compatible with Intel-based Mac computers and Windows 10/11 ARM-based PCs.,NFR
The system shall have a minimum of 1 GB of RAM available.,NFR
The system display shall support a minimum resolution of 1024 x 576 pixels.,NFR
"An internet connection is recommended for the system. (Note: This is a recommendation, not a requirement, so it's not converted to ""shall"".)",NFR
"The system shall support file systems with case-insensitive behavior, including NTFS (Windows), HFS+ (Mac), and APFS (Mac).",NFR
User shall be able to perform validity checks on inputs.,FR
System shall validate inputs and provide error messages for invalid data.,FR
User shall follow exact sequencing of operations for system tasks.,FR
System shall enforce proper sequencing and provide guidance for users.,FR
User shall be able to observe system responses to abnormal situations.,FR
System shall handle abnormal situations by providing error handling and recovery.,FR
User shall understand the effects of parameters on system operations.,FR
System shall manage and adjust operations based on given parameters.,FR
User shall be aware of relationships between inputs and outputs.,FR
"System shall establish relationships between inputs and outputs, including sequences and formulas.",FR
User shall be able to perform data conversion as needed.,FR
System shall provide data conversion functionality for various formats.,FR
System shall support a maximum of 1000 terminals simultaneously.,NFR
System shall handle up to 500 simultaneous users without performance degradation.,NFR
System shall manage up to 10 terabytes of information in various formats.,NFR
"System shall process up to 10,000 transactions per minute during normal workload conditions.",NFR
"System shall handle up to 20,000 transactions per minute during peak workload conditions.",NFR
System shall process up to 50 tasks per second to maintain operational efficiency.,NFR
System shall complete data processing tasks within 2 seconds under normal workload conditions.,NFR
System shall complete data processing tasks within 5 seconds under peak workload conditions.,NFR
System shall maintain response time under 100 milliseconds for normal workload conditions.,NFR
System shall maintain response time under 200 milliseconds for peak workload conditions.,NFR
All numerical requirements stated above are subject to measurable performance monitoring and evaluation.,NFR
User shall be able to use a user-friendly interface with optional interactive help for each service.,FR
"System shall provide a menu-driven interface with screens including login, language selection, and options for users and administrators.",FR
"User shall have a login screen to enter username, pin, and account number.",FR
System shall allow up to three reattempts for unsuccessful login and display supported languages for successful login.,FR
"User shall have administrator options to reboot, shut down, block, or disable services.",FR
System shall confirm reboot or shut down and allow user to take backups if needed.,FR
User shall be able to block system access for a user by entering their card number.,FR
System shall allow administrator to block any service by entering the name or selecting from a list.,FR
User shall see a screen with options and brief descriptions for easy selection.,FR
User shall have a screen to check account balance.,FR
User shall have a screen to view the location of all ATMs of the same bank.,FR
User shall have a screen for performing various account transactions.,FR
"System shall generate reports for login and logout times, user pin and account number, ATM branch ID, and user account changes.",FR
System shall provide printed statements for user transactions.,FR
User interface shall include a 10-inch VGA color display with 256 color resolution and touch screen support.,FR
Speakers shall support Yamaha codecs.,FR
Keypad shall have 16 tactile keys and 8 tactile function keys.,FR
Keyboard shall be weather resistant.,FR
"Transaction receipt shall be 3.1 by 6 inches, while statement receipt shall be 4.2 by 12 inches.",FR
Deposit envelopes shall be 9 inches long and 4 inches wide.,FR
"System shall interact with hardware components including power supply, card reader, receipt printer, statement printer, receipt dispenser, and envelope depository.",FR
ATM power supply shall have a 10/220 V AC manual switch.,FR
Card reader shall be a magnetic stripe reader with Smart card option and include an extra indentation for card polarization.,FR
Receipt and statement printers shall be 40 column dot matrix.,FR
Receipt and statement dispensers shall have specified maximum dimensions.,FR
Envelope depository shall meet specified dimensions.,FR
Screen resolution shall be at least 800x600 for complete viewing.,FR
"System shall use transaction management software (BMS version 2.0), card management software (CMS version 3.0), and Yamaha codecs.",FR
Database used for record-keeping shall be Oracle version 7.0.,FR
System shall employ dial-up POS with central server using TCP/IP communication protocol.,FR
Data transfer protocol shall be File Transfer Protocol (FTP).,FR
The ATM shall provide customers with 24-hour service for consistent availability.,NFR
Card verification time must not exceed 0.8 seconds under normal server workload and 1 second under peak workload.,NFR
PIN verification time must not exceed 0.3 seconds under normal workload and 0.5 seconds under peak workload.,NFR
Account balance display time must not exceed 2 seconds under normal workload and 3 seconds under peak workload.,NFR
Account balance transfer time must not exceed 3 seconds under normal workload and 4 seconds under peak workload.,NFR
Cash withdrawal transaction time must not exceed 4 seconds under normal workload and 5 seconds under peak workload.,NFR
Deposit transaction time after envelope insertion must not exceed 5 seconds under normal workload and 6 seconds under peak workload.,NFR
Receipt printing time must not exceed 3 seconds under both normal and peak workloads.,NFR
Touch screen and button response time must not exceed 5000 milliseconds.,NFR
Credit card advance time must not exceed 6 seconds under both normal and peak workloads.,NFR
All code must be consistent with respect to style.,NFR
All functionality must be thoroughly tested through comprehensive test cases.,NFR
"Data communication protocol shall ensure reliability and quality of data and voice transmission, such as CDMA.",NFR
Memory system shall be non-volatile to maintain data reliability.,NFR
System shall have a backup power supply for power failures.,NFR
Abnormal operations shall cause system shutdown.,NFR
ATM shall be manually restarted by maintenance personnel after an abnormal shutdown.,NFR
No inconsistency shall be introduced in the account during transactions affected by abnormal shutdowns.,NFR
System shall be compatible with AIMS security standards.,NFR
System shall use two levels of security: ATM card and PIN verification authenticated by CMS software.,NFR
Encryption standard during PIN transmission shall be triple DES.,NFR
Passwords shall be 6-14 characters long and not contain the user's name.,NFR
"Passwords can include digits, hyphens, and underscores.",NFR
User shall be allowed up to three login attempts before the card is blocked.,NFR
Security camera shall be installed near the ATM.,NFR
Cash vault shall be secured with a combination lock.,NFR
ATM cabinet cover shall be made of fiberglass for security purposes.,NFR
"System components such as modem, memory, disk, and drives shall be easily serviceable without vault access.",NFR
System shall have self-monitoring to detect faults periodically.,NFR
"System shall automatically inform the main branch of detected errors, including fault type and problem.",NFR
"Administrator shall have authority to set rules, regulations, and policies.",NFR
Bank staff shall make entries regarding user bank account details.,NFR
Staff shall keep user bank accounts updated and consistent.,NFR
Staff shall block accounts with illegal transactions or lost/stolen ATM cards upon proper verification.,NFR
Staff shall unblock ATM cards blocked after three failed login attempts.,NFR
Staff shall monitor all city ATMs for faults and correct any issues immediately.,NFR
Staff shall maintain account backups for reliability and rollback changes during abnormal shutdowns.,NFR
User must file a First Information Report (FIR) and present a copy for card blocking in case of lost ATM card.,NFR
"System shall generate logs of user bank account details, account updates with date, time, and changes, and fixed asset schedules.",NFR
User shall be able to enter URL to access the homepage.,FR
User shall be able to receive an error message if the server is busy or under maintenance.,FR
"User shall be able to sign up by entering their name, email, contact number, and password, receiving a confirmation code on their contact number.",FR
User shall be able to log in with their email and password and receive a message indicating successful sign-in.,FR
User shall be able to search for categories by video name or type.,FR
User shall be able to click on subcategories and videos to view all videos related to a specific category.,FR
User shall be able to download videos by clicking the download button and view them afterward.,FR
"User shall be able to add videos to their list by clicking ""Add to Mylist"" and view them on the Mylist page.",FR
"User shall be able to subscribe by entering bank name, card number, and one-time password, and receive confirmation of successful subscription.",FR
User shall be able to view video details such as video length and size by entering the video name.,FR
User shall be able to search for job opportunities in Netflix.,FR
"User shall be able to submit feedback by entering their name, address, contact number, and feedback, and receive confirmation of successful submission.",FR
"User shall be able to choose video quality by entering the desired quality level, such as 320p, 480p, 720p, or 1080p, and view the video in that quality.",FR
"User shall be able to save videos offline in the mobile app by clicking ""Save Offline"" and receive confirmation that the video was saved.",FR
User shall be able to mark videos as favorite and view them on the favorites page.,FR
"User shall be able to view the latest movies and television shows by clicking ""Latest.""",FR
"User shall be able to view trailers of upcoming shows and movies by clicking ""Upcoming.""",FR
User shall be able to select a channel and view content from that channel.,FR
User shall be able to provide ratings for videos by clicking on ratings and receive confirmation that the rating was submitted.,FR
"User shall be able to receive help with queries by clicking ""Help"" and receive assistance.",FR
User shall be able to reset their password if they forgot it by following the password reset process.,FR
"User shall be able to connect their account to Facebook, Twitter, and Instagram.",FR
Administrator shall be able to add or upload videos and receive confirmation of successful upload.,FR
Administrator shall be able to remove videos by entering the video name and receive confirmation of successful removal.,FR
Administrator shall be able to manage queries regarding videos and respond to user queries.,FR
"Administrator shall be able to save contact details such as number, address, and pin code and display a ""Contact Us"" button.",FR
Administrator shall be able to handle complaints regarding content by providing solutions or forwarding the issue to the related department and communicating the solution to the user.,FR
Administrator shall be able to cancel subscriptions and receive confirmation of successful cancellation.,FR
Administrator shall be able to arrange videos in their respective categories in the database.,FR
The subscription will end if the user does not respond to the subscription package within the allotted time frame.,NFR
"The system shall display ""video not found"" if the requested video is not available.",NFR
New videos shall be uploaded daily.,NFR
Subscription packages shall have a duration of one month.,NFR
Netflix shall be available 24 hours a day.,NFR
User accessibility shall be censured in all ways.,NFR
Users are advised to change their passwords regularly and not share their user ID and password with anyone.,NFR
Users shall be limited to three attempts to enter their password.,NFR
The website shall focus on software quality attributes such as security and performance.,NFR
Only maintainers are allowed to add new videos to the website.,NFR
The website must be capable of storing all data formats and should frequently connect to the database or be database sensitive.,NFR
"Users shall be able to view the profiles of doctors within the PRACTO network and fetch their complete profiles in a single request, returning multiple results for convenient search.",FR
"Users shall be able to search for PRACTO services in a particular city or their current location, as well as find doctors by name, specialization, and locality, as well as search for nearby clinics, gyms, spas, salons, and healthcare centers.",FR
"Users shall be able to consult with doctors remotely by asking queries online, which can be answered by doctors or assured anonymous users, with the ability to choose the best solution from multiple answers.",FR
Users shall be able to register with PRACTO using valid information and log in using their credentials to access PRACTO services.,FR
Users shall be able to find and book appointments with doctors for checkups or treatments.,FR
"Doctors shall be able to log in to check patient information, answer patient queries, perform daily activities, set reminders, and communicate with their staff.",FR
"Users shall be able to contact doctors through email, phone calls, or SMS, providing accurate information for their queries.",FR
Performance requirements The capability of the computer depends on the performance of the software. The software can take any number of inputs provided the database size is larger enough. This would depend on the available memory space.,NFR
The system shall allow users to create accounts and log in to the server.,FR
The system shall allow users to create new scores.,FR
The system shall allow users to delete scores they own.,FR
The system shall allow users to rename scores they own.,FR
The system shall allow users to grant other users permission to modify scores they own.,FR
The system shall allow users to add musical notes and rests to a score using the mouse.,FR
The system shall allow users to add sharps and flats to music using the mouse.,FR
The system shall allow users to add multiple lines of music to a score.,FR
The system shall support the use of key signatures in scores.,FR
The system shall allow users to edit scores using the keyboard.,FR
The system shall allow multiple users to edit a score simultaneously and gracefully handle any conflicts.,FR
The system shall automatically delineate measures within a score.,FR
The system shall allow users to chat with other users who are collaborating on a score.,FR
The system shall allow users to change the tempo of the music within a score.,FR
The system shall allow users to select different clefs for a score.,FR
The system shall support the addition of chords to a score.,FR
"The system shall include ""legality"" checks to ensure user-placed notes adhere to musical rules.",FR
"The system shall include ""grammar"" checks to ensure proper placement of slurs and ties.",FR
The system shall allow users to convert a score to a playable format.,FR
The system shall highlight the currently playing notes during playback.,FR
The system shall provide temporary color-coded highlighting to show edits and changes made by other users.,FR
The system shall allow users to import MIDI files.,FR
The system shall allow users to export scores to a visual format.,FR
The system shall allow users to print musical scores.,FR
The system shall allow users to create scores with multiple sheets for different instruments.,FR
"The system shall allow users to compare two versions of a score side-by-side, differentiated by measure.",FR
The system should be secure to protect user data and prevent unauthorized access.,NFR
The system should be responsive and handle edits and playback smoothly.,NFR
The system should be able to handle a growing number of users and scores.,NFR
The system should be easy to learn and use for users with varying levels of musical experience.,NFR
The system shall be compatible with a supported operating system (Windows or macOS) and meet the minimum hardware specifications for Adobe Illustrator to function properly.,FR
The system shall meet the minimum requirements to allow for successful activation of Adobe Illustrator and access to all features.,FR
The system shall have sufficient hardware resources to support all functionalities of Adobe Illustrator without limitations due to insufficient hardware.,FR
Adobe Illustrator shall support both Intel and AMD processors.,FR
Adobe Illustrator shall be compatible with a minimum processor of Intel Pentium 4 or AMD Athlon 64.,FR
Adobe Illustrator shall require a 64-bit version of the operating system.,FR
Adobe Illustrator shall function with a minimum of 8 GB of RAM.,FR
The system shall have at least 2 GB of available hard-disk space to install Adobe Illustrator.,FR
The graphics card shall support OpenGL version 4.x.,FR
The computer shall have a processor that supports 64-bit architecture (multicore Intel or AMD Athlon 64).,FR
"The software shall support touch interaction with the interface using fingers or a stylus for actions like drawing, manipulating objects, and adjusting tools.",FR
The software shall utilize pressure applied on the touch-screen to vary line weight during drawing.,FR
The software shall allow users to adjust the size and angle of brushes on the touch-screen.,FR
The software shall recognize gestures like pinch-to-zoom for manipulating objects on the canvas.,FR
The graphics card shall support OpenGL version 4.0 or higher (minimum requirement).,FR
The graphics card shall support features utilizing GPU Performance (optional).,FR
The software activation process shall allow users to access and use their licensed copy of Adobe Illustrator CC with all its features and functionalities.,FR
Adobe Creative Cloud shall provide access to Adobe Illustrator CC during the activation process.,FR
The system shall respond to user input from drawing tools with high speed and responsiveness.,FR
The system shall handle complex projects and large files without lag or slowdown.,FR
The system shall render complex graphics and enable smooth on-screen navigation.,FR
The application shall perform smoothly with minimal lag or crashes during regular usage.,NFR
The application shall render images and effects efficiently to maintain a productive workflow.,NFR
The application shall operate without unexpected crashes or errors during use.,NFR
Adobe Illustrator shall achieve smooth operation and optimal performance.,NFR
The minimum processor clock speed shall be 2 GHz.,NFR
Adobe Illustrator shall support Apple Silicon (M1 and M2) processors starting from Datylon for Illustrator R46 onwards.,NFR
Apple Silicon processors shall offer enhanced performance and power efficiency.,NFR
"For optimal performance, Adobe Illustrator shall recommend a minimum of 16 GB of RAM.",NFR
"Increased RAM shall improve the software's ability to handle complex projects, multiple layers, and large file sizes.",NFR
"Adequate RAM shall enable faster rendering, smoother zooming, and an overall improved user experience.",NFR
"More RAM shall allow Illustrator to handle extensive use of drawing tools, complex vector illustrations, and advanced effects without significant lag or slowdown.",NFR
"During installation, the system shall have additional free space available beyond the minimum requirement.",NFR
Adobe Illustrator shall not be installed on a volume with a case-sensitive file system.,NFR
The graphics card should have at least 1 GB of VRAM and support OpenGL version 4.0 for enabling GPU Performance (optional feature for enhanced performance with graphic-intensive tasks).,NFR
"The system shall provide a smooth user experience, which can be improved by a compatible graphics card.",NFR
The system shall render complex projects faster with a compatible graphics card.,NFR
Adobe Illustrator shall run smoothly and efficiently on a system that meets the 64-bit requirements.,NFR
The user experience with Adobe Illustrator shall be enhanced by meeting the 64-bit requirements.,NFR
Adobe Illustrator shall handle more complex projects when 64-bit support is implemented.,NFR
Adobe Illustrator shall provide access to advanced features and functionality with 64-bit support.,NFR
The software interface shall be designed to provide a more intuitive and natural drawing experience for users with a touch-screen enabled tablet/monitor.,NFR
The software shall allow users to create precise and intricate designs more easily with a touch-screen enabled tablet/monitor.,NFR
The graphics card may improve overall performance and user experience.,NFR
The graphics card should have at least 1 GB of VRAM for optimal performance (optional).,NFR
The graphics card should ensure smoother and faster operation for graphic rendering and complex vector calculations (benefit).,NFR
The graphics card compatibility with minimum requirements shall allow full utilization of Adobe Illustrator's capabilities (benefit).,NFR
"Adobe Creative Cloud shall offer seamless updates for Adobe Illustrator CC, ensuring users automatically receive the latest versions with new features and bug fixes.",NFR
"Adobe Creative Cloud shall provide users with access to other Adobe creative applications (e.g., Photoshop, Premiere) to enhance their creative workflow by enabling seamless integration.",NFR
The system shall utilize a high-performance CPU to improve the speed and responsiveness of drawing tools.,NFR
The system shall have adequate RAM to handle complex projects and large files without lag or slowdown.,NFR
The system shall support a dedicated graphics card (GPU) for rendering complex graphics and smooth on-screen navigation.,NFR
The system shall provide a high-quality display with accurate color reproduction and high resolution.,NFR
The system may support a touch-screen-enabled tablet or monitor for a more intuitive and natural drawing experience.,NFR
User shall be able to efficiently store and retrieve data in MySQL databases.,FR
System shall support SQL for querying and manipulating data.,FR
User shall be able to manage transactions in MySQL to ensure data integrity.,FR
"System shall include schema definition, data manipulation, transaction management, concurrency control, indexing, query optimization, backup and recovery, monitoring, and maintenance.",FR
User shall be able to access secure authentication mechanisms for controlling access to databases.,FR
System shall encrypt sensitive data to prevent unauthorized access.,FR
User shall be able to use role-based access control to grant permissions to users.,FR
System shall provide tools for database backup and restoration.,FR
User shall be able to use automated backup scheduling for ensuring data availability.,FR
System shall enable point-in-time recovery to restore databases to specific states.,FR
"User shall be able to interact with databases using multiple interfaces such as the Command-Line Interface (CLI), Graphical User Interface (GUI) tools like MySQL Workbench, and Application Programming Interfaces (APIs) for various programming languages.",NFR
System shall provide accessibility features to accommodate users with disabilities and support multiple languages for international users.,NFR
User shall benefit from MySQL's support for replication to ensure data redundancy and fault tolerance.,NFR
System shall maintain database availability through failover mechanisms in case of server failures.,NFR
"User shall receive adherence to SLAs for uptime and performance, including monitoring of database performance and alerts for potential issues.",NFR
System shall optimize query execution for performance improvement using indexing and caching mechanisms to enhance query response times.,NFR
User shall experience support for both horizontal and vertical scaling in MySQL to accommodate growing data volumes and user loads.,NFR
"System shall encrypt data at rest and in transit to protect against unauthorized access, adhering to industry standards and regulations.",NFR
"User shall have access to auditing features in MySQL to track database access and modifications, including the generation of audit logs for compliance and security purposes.",NFR
"System shall offer comprehensive documentation for installation, configuration, and usage, as well as troubleshooting guides and FAQs for resolving common issues.",NFR
"User shall use MySQL subject to the terms of the GNU General Public License (GPL), with options for commercial licenses for additional features, support, and legal assurances.",NFR
"System shall require users to comply with applicable laws and regulations governing data privacy, security, and intellectual property rights, including legal notices related to licensing, copyrights, trademarks, and usage restrictions in production environments.",NFR
Students shall be able to choose courses.,FR
Students shall be able to attend lectures at the scheduled time or view them later on request.,FR
"Students shall be able to view their attendance records, progress reports, etc.",FR
"Students shall be able to participate in forums, blogs, and discussions.",FR
Students shall be able to take quizzes.,FR
Faculties shall be able to conduct lectures.,FR
"Faculties shall be able to upload assignments, announcements, and answer sheets.",FR
"Faculties shall be able to upload lectures and discussions in various formats (videos, presentations, etc.).",FR
"Faculties shall be able to upload and download assignments, college notices, student notices, journals, and videos.",FR
"Faculties shall be able to participate in forums, blogs, and discussions.",FR
"Administrator shall be able to generate reports, log files, and backup/recover data at any time.",FR
"Administrator shall be able to create users, departments, and courses.",FR
"Dean shall be able to view details of all users (students, faculty, etc.).",FR
The system shall only allow registered users to access courses.,FR
The system shall require a valid user ID and password for access.,FR
"The system shall allow students to choose courses and view their attendance records, grades, etc.",FR
The system shall allow students to share resources through forums.,FR
"The system shall allow faculty to upload course materials (syllabus, lesson plans, notes, etc.) and question banks.",FR
The system shall send alerts to students about upcoming quiz deadlines.,FR
The system shall be available 24/7.,FR
The e-learning tool shall be compatible with both Windows and Linux operating systems.,NFR
The GUI and other parts of the software shall be developed using JAVA and J2EE.,NFR
The software output shall be viewable in a web browser.,NFR
The software shall display information on a monitor screen.,NFR
"The software shall interact with mouse movements and clicks to activate data input areas, command buttons, and menu options.",NFR
The software shall interact with keyboard keystrokes for data entry.,NFR
"Each user shall have a unique username, password, user ID, department affiliation, duration (in years), age, grade, and user role.",NFR
A user shall be able to create an account using their email address and password.,FR
The user shall be able to choose to log in with a Google account.,FR
A user shall be able to select the login option (email/password or Google account).,FR
The system shall verify the entered login credentials (email/password) and grant access if valid.,FR
A user shall be able to view and modify their personal information.,FR
A user shall be able to search for courses using keywords.,FR
The system shall display a list of courses matching the search criteria.,FR
"The course details shall include title, description, price, duration, instructor information, and enrollment details.",FR
A user shall be able to enroll in a course.,FR
The system shall display the payment options and course fee.,FR
A user shall be able to select a payment method and complete the payment.,FR
"Upon successful payment, the user shall be enrolled in the course.",FR
"The system shall provide separate interfaces for students, faculty, and administrators.",FR
The application shall operate on all modern web browsers with all its core functionalities.,NFR
The application shall not slow down during peak hours and maintain consistent service quality.,NFR
"The learning website shall implement security measures to prevent unauthorized access, modification, or deletion of data.",NFR
The system shall provide a secure login mechanism using advanced encryption algorithms.,NFR
"Usernames and passwords shall not be shared with anyone (students, faculty, or others).",NFR
The system shall require customer registration for making purchases.,FR
The system shall allow customer login using a valid user ID and password.,FR
The system shall enable logged-in customers to modify their shopping cart.,FR
"The system shall currently support cash payments, with future expansion for credit/debit cards.",FR
The system shall offer a logout option for customers after shopping or browsing.,FR
The website shall be compatible with all browsers.,NFR
The website shall support screen reader software for disabled users and comply with 508 standards.,NFR
The system shall allow users to upload videos.,FR
The system shall allow users to search for videos using keywords or other criteria.,FR
The system shall allow users to view videos.,FR
The platform shall experience minimal to no buffering during video playback.,NFR
"The system shall achieve high availability, ensuring videos are accessible even during potential data inconsistencies.",NFR
The system shall maintain low latency for a responsive user experience.,NFR
Uploaded videos shall be stored reliably with no data loss. High availability takes priority over strict data consistency.,NFR
The system shall utilize an object store (S3) for storing large video files.,NFR
"The system shall utilize a relational database (MetadataDB) for storing structured video metadata like title, language, size, and duration.",NFR
The system shall implement an Elasticsearch cluster to facilitate full-text search functionalities.,NFR
"The system shall deliver videos across various devices (mobiles, PCs, TVs) by employing different video encoding formats.",NFR
The system shall ensure video reliability through replication and geographical distribution of video files.,NFR
The system shall utilize a video splitter to divide large video files into smaller chunks for efficient processing within the system.,NFR
"The system shall employ an asynchronous ingestion queue (e.g., Kafka or AWS Kinesis) for processing video data.",NFR
"The system shall leverage a Content Delivery Network (CDN) (e.g., AWS Cloudfront or Akamai CDN) to deliver videos with low latency.",NFR
"User shall be able to register by entering their name, email, and password, with successful registration if no existing user is found with the same email.",FR
System shall initialize username and password for user login and confirm successful login if the credentials are valid.,FR
"User shall receive form validation for the input of name, email, and password, with a confirmation message if the inputs are valid.",FR
"System shall allow users to update their profile details, including name, email, password, mobile number, address, and date of birth, with successful updates confirmed.",FR
"User shall be able to search for flights by entering destination, boarding place, and date of journey, with a display of available flights matching the criteria.",FR
"System shall allow users to search for buses using destination, boarding place, and date of journey, displaying available buses according to user requirements.",FR
"User shall be able to search for trains by providing destination, boarding place, and date of journey, receiving a display of available trains matching the search criteria.",FR
"System shall enable users to search and book hotels by specifying place and date, providing a list of available hotels with cost information, and redirecting to the payment gateway when booking.",FR
"User shall confirm booking by selecting a mode of transport and number of travelers, with availability checked and redirection to the payment gateway if seats are available.",FR
"System shall allow users to search and book tours by specifying place and number of travelers, providing tour plans with costs, destinations, and accommodations, with redirection to payment gateway for booking.",FR
"User shall be able to complete payments by providing card details, with verification against the bank server and successful debits for approved transactions.",FR
"System shall allow users to rate and review services by providing comments on tour plans or services, with comments stored in the database and a thank you message displayed.",FR
"System shall provide secure access to confidential data, such as user details, by utilizing SSL encryption.",NFR
System shall maintain 24/7 availability to ensure continuous access and service.,NFR
System shall employ optimized component design to achieve better performance during peak usage times.,NFR
System shall adopt a flexible service-based architecture to support future expansion and scalability.,NFR
"The Life Insurance System shall provide registration forms for customers, agents, and employees.",FR
The system shall allow agents to send medical reports of customers to the verification department.,FR
Verification department employees shall verify and approve or disapprove applications upon receiving requests from agents.,FR
The system shall provide an interface for verification department employees to send status reports to finance and legal contract departments.,FR
The system shall provide a help link that downloads a user manual and projects it onto the screen when users encounter difficulty using the program.,FR
The system shall notify customers about the status of their insurance policies.,FR
The system shall maintain consistent security through the use of passwords.,FR
The system shall signal the mail message generator to send emails to customers and agents when needed.,FR
The system shall communicate with the database through a wireless Ethernet system.,FR
"The system shall not have explicit performance requirements, as server requests and responses depend on the end user's internet connection.",NFR
The system shall provide redundant storage of all databases on automatic switchover computers to ensure reliability.,NFR
The system shall maintain a continuously updated backup of the database to ensure reliability and stability.,NFR
"The system shall be available at all times, allowing user access via a web browser, except during server downtime.",NFR
"In case of hardware failure or database corruption, the system shall display a replacement page and retrieve backups from the server.",NFR
The system shall be restarted by the administrator in the event of a failure.,NFR
The system shall use an MVC architecture to maintain sessions for better security and performance.,NFR
The system shall handle online payments through payment gateways using 128 SSL encryption.,NFR
The system shall use a commercial database and an application server to maintain the database and site.,NFR
"The system shall support re-initialization in case of failure, and its software design shall prioritize modularity for efficient maintainability.",NFR
A sale transaction authorizes and settles the requested amount against the indicated payment method.,FR
The system shall receive products' IDs from the bar code reader and weight readings from the automatic weighing scale.,FR
"The system shall query the database for product information, calculate the total payable amount after taxes, and create a bill in printable format.",FR
The system shall print a formatted bill for the customer.,FR
"In case of a network connection error, the system shall handle the error and prevent transaction processing.",FR
"The manager shall view sales statistics in various formats such as pie charts, bar graphs, and tabular formats.",FR
The system shall accept an item identification parameter and a time period or duration as input.,FR
The system shall generate profit statistics based on the database's cost and selling price of the particular product for every transaction during the specified period.,FR
The system shall display and allow the manager to print the profit statistics in the requested format.,FR
The manager shall update the prices for all items available in the supermarket according to changing market prices.,FR
The system shall accept the product identification parameter and new price for the product as input.,FR
"The system shall look into the database, display product information, and update the database with the new price.",FR
The system shall display the product information with the updated price.,FR
The supermarket staff shall add new items to the inventory.,FR
The system shall accept the product ID and quantity of the newly arrived product as input.,FR
"The system shall check if the product ID exists in the inventory database and update the quantity if it does, otherwise, it shall add new product information to the database.",FR
The system shall display a confirmation message regarding the product ID and amount update.,FR
The user shall be able to experience high performance with a high-speed network and high connectivity.,NFR
The system shall be reliable and the network connectivity in the supermarket shall be stable for smooth operations and data flow.,NFR
The user shall have a unique login ID and password stored in the database using SHA-2 hashing algorithm for security.,NFR
The system shall be available for use from the supermarket's opening time to its closing time.,NFR
The user shall be able to register on the website before booking tickets.,FR
The user shall be able to log in to the system using a valid user ID and password to book tickets.,FR
The user shall be able to cancel booked tickets if they need to change their travel dates.,FR
"The user shall be able to choose from different secure payment options, such as debit or credit card, check, or bank draft, provided by third-party services like Paytm.",FR
The user shall be able to log out after booking tickets.,FR
The system shall generate a PDF report of all transactions and send a copy to the customer's email address and another copy to the system database for monthly transaction calculation.,FR
"The system shall work on a client-server architecture and require an internet server capable of running PHP applications, supporting commonly used browsers like Internet Explorer.",FR
"The system shall include measures of service quality, such as ease of booking, hassle-free check-in, efficient ticketing staff, regular announcements during flight delays, on-time performance, in-flight experience, baggage handling, and value for money.",FR
The system shall use SSL (Secure Socket Layer) for all transactions involving confidential passenger information and automatically log out customers after a period of inactivity.,NFR
"The system shall not leave any cookies containing the user's password on the customer's computer, and back-end servers shall only be accessible to authenticated administrators.",NFR
The system shall encrypt sensitive data before sending it over insecure connections like the internet.,NFR
The system shall provide storage of all databases on redundant computers with automatic switchover and continuous backup maintenance and updates.,NFR
The system's overall stability shall depend on the stability of its components and underlying operating system.,NFR
"The system shall be available at all times, only restricted by server downtime, and show a replacement page in case of hardware failure or database corruption.",NFR
The system shall retrieve and save database backups in case of hardware failure or database corruption and restart the service to ensure 24/7 availability.,NFR
"The system shall use a commercial database for maintenance, with the application server taking care of the site.",NFR
"In case of failure, the program shall re-initialize, and the software design shall support modularity for efficient maintainability.",NFR
"The application shall be HTML and scripting language-based, allowing end users to use the system on any web browser and any hardware platform available now or in the future.",NFR
"The system shall run on various operating systems, including Windows and Linux, and be compatible with PCs, laptops, and PDAs.",NFR
"User shall be able to initialize parameters (t, k, m, n) and set the parameters during the initialization process.",FR
System shall display an initial screen if there is no software on the device.,FR
User shall receive an error message if the software is running out of validation and will be prevented from using extra features.,FR
System shall check the validity of the entered key and terminate installation if the key is invalid or expired.,FR
System shall read the valid serial number and linked address and initiate the authorization dialog.,FR
System shall log the serial number in a log file.,FR
"User shall be prompted to enter their serial key, and the system shall verify information and password with the service provider.",FR
System shall display an error message and terminate installation if the authorization dialog receives a negative answer from the service provider.,FR
System shall finish the authorization process and begin installing if the password and serial number are valid.,FR
User shall receive a message to call the team if they enter a wrong serial key three times in a row.,FR
System shall verify the validity of the antivirus serial key during authorization.,FR
System shall send a message to the main developer team if the serial key is invalid.,FR
System shall verify the password during installation to ensure the antivirus copy is valid.,FR
